Date,State,Opioid Deaths,Number of Deaths,Number of Drug Overdose Deaths
2017-09-01,NH,429.0,12299.0,470.0
2017-10-01,NH,435.0,12277.0,478.0
2017-11-01,NH,429.0,12313.0,472.0
2017-12-01,NH,434.0,12288.0,478.0
2018-01-01,NH,434.0,12354.0,473.0
2018-02-01,NH,436.0,12390.0,480.0
2018-03-01,NH,447.0,12311.0,490.0
2018-04-01,NH,432.0,12349.0,473.0
2018-05-01,NH,431.0,12410.0,472.0
2018-06-01,NH,414.0,12392.0,451.0
2018-07-01,NH,419.0,12394.0,455.0
2018-08-01,NH,413.0,12344.0,449.0
2018-09-01,NH,399.0,12392.0,438.0
2018-10-01,NH,400.0,12474.0,437.0
2018-11-01,NH,409.0,12475.0,450.0
2018-12-01,NH,406.0,12509.0,446.0
2019-01-01,NH,403.0,12467.0,446.0
2019-02-01,NH,408.0,12461.0,449.0
2019-03-01,NH,399.0,12542.0,440.0
2019-04-01,NH,390.0,12496.0,437.0
2019-05-01,NH,379.0,12472.0,428.0
2019-06-01,NH,386.0,12428.0,436.0
2019-07-01,NH,360.0,12384.0,406.0
2019-08-01,NH,355.0,12415.0,398.0
2019-09-01,NH,360.0,12380.0,400.0
2019-10-01,NH,353.0,12331.0,395.0
2019-11-01,NH,347.0,12370.0,385.0
2019-12-01,NH,354.0,12408.0,395.0
2020-01-01,NH,352.0,12393.0,392.0
2020-02-01,NH,346.0,12369.0,382.0
2020-03-01,NH,343.0,12394.0,381.0
2020-04-01,NH,352.0,12523.0,391.0
2020-05-01,NH,360.0,12710.0,402.0
2015-01-01,NJ,,70998.0,1210.0
2015-02-01,NJ,,71521.0,1221.0
2015-03-01,NJ,,71756.0,1226.0
2015-04-01,NJ,,71525.0,1240.0
2015-05-01,NJ,,71394.0,1277.0
2015-06-01,NJ,,71384.0,1305.0
2015-07-01,NJ,,71495.0,1336.0
2015-08-01,NJ,,71571.0,1373.0
2015-09-01,NJ,,71636.0,1411.0
2015-10-01,NJ,,71671.0,1413.0
2015-11-01,NJ,,71524.0,1414.0
2015-12-01,NJ,,71109.0,1423.0
2016-01-01,NJ,,70318.0,1433.0
2016-02-01,NJ,,69990.0,1483.0
2016-03-01,NJ,,69997.0,1538.0
2016-04-01,NJ,,70126.0,1628.0
2016-05-01,NJ,,70157.0,1637.0
2016-06-01,NJ,,70249.0,1651.0
2016-07-01,NJ,,70297.0,1695.0
2016-08-01,NJ,,70539.0,1682.0
2016-09-01,NJ,,70684.0,1692.0
2016-10-01,NJ,,70935.0,1777.0
2016-11-01,NJ,,71423.0,1868.0
2016-12-01,NJ,,72082.0,1971.0
2017-01-01,NJ,,72707.0,2082.0
2017-02-01,NJ,,73064.0,2111.0
2017-03-01,NJ,,73272.0,2189.0
2017-04-01,NJ,,73487.0,2217.0
2017-05-01,NJ,,73744.0,2305.0
2017-06-01,NJ,,73836.0,2397.0
2017-07-01,NJ,,73912.0,2416.0
2017-08-01,NJ,,73969.0,2502.0
2017-09-01,NJ,,74165.0,2600.0
2017-10-01,NJ,,73827.0,2565.0
2017-11-01,NJ,,73722.0,2581.0
2017-12-01,NJ,,73945.0,2621.0
2018-01-01,NJ,,74234.0,2605.0
2018-02-01,NJ,,74282.0,2613.0
2018-03-01,NJ,,74211.0,2610.0
2018-04-01,NJ,,74133.0,2604.0
2018-05-01,NJ,,73944.0,2629.0
2018-06-01,NJ,2195.0,74041.0,2648.0
2018-07-01,NJ,2255.0,74323.0,2692.0
2018-08-01,NJ,2331.0,74470.0,2743.0
2018-09-01,NJ,2372.0,74400.0,2753.0
2018-10-01,NJ,2488.0,74864.0,2859.0
2018-11-01,NJ,2524.0,75088.0,2875.0
2018-12-01,NJ,2564.0,74833.0,2857.0
2019-01-01,NJ,2524.0,74277.0,2819.0
2019-02-01,NJ,2559.0,74186.0,2859.0
2019-03-01,NJ,2515.0,74248.0,2802.0
2019-04-01,NJ,2486.0,74029.0,2771.0
2019-05-01,NJ,2458.0,74213.0,2749.0
2019-06-01,NJ,2431.0,74225.0,2721.0
2019-07-01,NJ,2446.0,74187.0,2730.0
2019-08-01,NJ,2454.0,74015.0,2739.0
2019-09-01,NJ,2437.0,74024.0,2721.0
2019-10-01,NJ,2418.0,73928.0,2695.0
2019-11-01,NJ,2460.0,73954.0,2738.0
2019-12-01,NJ,2488.0,74281.0,2775.0
2020-01-01,NJ,2549.0,74406.0,2843.0
2020-02-01,NJ,2547.0,74385.0,2837.0
2020-03-01,NJ,2578.0,75699.0,2878.0
2020-04-01,NJ,2602.0,87878.0,2909.0
2020-05-01,NJ,2664.0,91410.0,2957.0
2015-01-01,NM,413.0,17051.0,548.0
2015-02-01,NM,405.0,17019.0,546.0
2015-03-01,NM,403.0,17080.0,544.0
2015-04-01,NM,388.0,17123.0,536.0
2015-05-01,NM,380.0,17012.0,523.0
2015-06-01,NM,375.0,17045.0,519.0
2015-07-01,NM,380.0,16991.0,520.0
2015-08-01,NM,378.0,17087.0,518.0
2015-09-01,NM,369.0,17113.0,513.0
2015-10-01,NM,376.0,17073.0,518.0
2015-11-01,NM,366.0,17110.0,510.0
2015-12-01,NM,353.0,17062.0,496.0
2016-01-01,NM,338.0,16987.0,473.0
2016-02-01,NM,347.0,17140.0,485.0
2016-03-01,NM,358.0,17301.0,498.0
2016-04-01,NM,363.0,17421.0,497.0
2016-05-01,NM,363.0,17557.0,497.0
2016-06-01,NM,354.0,17533.0,491.0
2016-07-01,NM,354.0,17593.0,497.0
2016-08-01,NM,349.0,17651.0,495.0
2016-09-01,NM,350.0,17636.0,491.0
2016-10-01,NM,339.0,17701.0,478.0
2016-11-01,NM,347.0,17672.0,485.0
2016-12-01,NM,356.0,17768.0,494.0
2017-01-01,NM,361.0,17805.0,506.0
2017-02-01,NM,353.0,17857.0,494.0
2017-03-01,NM,354.0,17778.0,495.0
2017-04-01,NM,358.0,17789.0,505.0
2017-05-01,NM,355.0,17875.0,511.0
2017-06-01,NM,351.0,17918.0,507.0
2017-07-01,NM,359.0,17911.0,515.0
2017-08-01,NM,351.0,17866.0,505.0
2017-09-01,NM,342.0,17922.0,501.0
2017-10-01,NM,343.0,17967.0,507.0
2017-11-01,NM,336.0,18008.0,496.0
2017-12-01,NM,336.0,18060.0,494.0
2018-01-01,NM,330.0,18152.0,489.0
2018-02-01,NM,328.0,18160.0,486.0
2018-03-01,NM,326.0,18197.0,485.0
2018-04-01,NM,318.0,18190.0,482.0
2018-05-01,NM,320.0,18068.0,480.0
2018-06-01,NM,337.0,18189.0,501.0
2018-07-01,NM,324.0,18224.0,491.0
2018-08-01,NM,335.0,18305.0,510.0
2018-09-01,NM,345.0,18400.0,524.0
2018-10-01,NM,333.0,18434.0,515.0
2018-11-01,NM,328.0,18497.0,507.0
2018-12-01,NM,334.0,18440.0,525.0
2019-01-01,NM,327.0,18502.0,513.0
2019-02-01,NM,331.0,18441.0,526.0
2019-03-01,NM,323.0,18468.0,521.0
2019-04-01,NM,335.0,18475.0,537.0
2019-05-01,NM,349.0,18576.0,551.0
2019-06-01,NM,351.0,18568.0,551.0
2019-07-01,NM,367.0,18638.0,570.0
2019-08-01,NM,363.0,18695.0,567.0
2019-09-01,NM,374.0,18763.0,576.0
2019-10-01,NM,396.0,18765.0,595.0
2019-11-01,NM,411.0,18812.0,616.0
2019-12-01,NM,407.0,18905.0,613.0
2020-01-01,NM,427.0,18861.0,638.0
2020-02-01,NM,436.0,18925.0,645.0
2020-03-01,NM,445.0,18887.0,650.0
2020-04-01,NM,450.0,19084.0,647.0
2020-05-01,NM,454.0,19465.0,653.0
2015-01-01,NV,394.0,22619.0,578.0
2015-02-01,NV,383.0,22628.0,576.0
2015-03-01,NV,383.0,22791.0,579.0
2015-04-01,NV,390.0,22926.0,584.0
2015-05-01,NV,397.0,23034.0,598.0
2015-06-01,NV,412.0,23228.0,619.0
2015-07-01,NV,411.0,23255.0,616.0
2015-08-01,NV,423.0,23350.0,632.0
2015-09-01,NV,422.0,23360.0,633.0
2015-10-01,NV,428.0,23392.0,628.0
2015-11-01,NV,427.0,23506.0,634.0
2015-12-01,NV,446.0,23647.0,665.0
2016-01-01,NV,443.0,23572.0,669.0
2016-02-01,NV,454.0,23876.0,685.0
2016-03-01,NV,456.0,23961.0,689.0
2016-04-01,NV,454.0,24140.0,683.0
2016-05-01,NV,444.0,24131.0,679.0
2016-06-01,NV,446.0,24153.0,691.0
2016-07-01,NV,459.0,24268.0,723.0
2016-08-01,NV,460.0,24451.0,732.0
2016-09-01,NV,454.0,24602.0,731.0
2016-10-01,NV,451.0,24669.0,739.0
2016-11-01,NV,444.0,24589.0,729.0
2016-12-01,NV,423.0,24692.0,707.0
2017-01-01,NV,424.0,25004.0,705.0
2017-02-01,NV,406.0,24909.0,698.0
2017-03-01,NV,411.0,24949.0,707.0
2017-04-01,NV,414.0,24992.0,713.0
2017-05-01,NV,414.0,25225.0,728.0
2017-06-01,NV,419.0,25386.0,736.0
2017-07-01,NV,417.0,25463.0,736.0
2017-08-01,NV,420.0,25298.0,736.0
2017-09-01,NV,420.0,25299.0,736.0
2017-10-01,NV,423.0,25433.0,749.0
2017-11-01,NV,423.0,25563.0,748.0
2017-12-01,NV,438.0,25689.0,756.0
2018-01-01,NV,434.0,25796.0,758.0
2018-02-01,NV,445.0,25773.0,761.0
2018-03-01,NV,422.0,25795.0,746.0
2018-04-01,NV,416.0,25773.0,750.0
2018-05-01,NV,415.0,25699.0,726.0
2018-06-01,NV,410.0,25715.0,716.0
2018-07-01,NV,411.0,25766.0,727.0
2018-08-01,NV,403.0,25875.0,736.0
2018-09-01,NV,405.0,25815.0,740.0
2018-10-01,NV,399.0,25710.0,722.0
2018-11-01,NV,394.0,25753.0,726.0
2018-12-01,NV,396.0,25569.0,741.0
2019-01-01,NV,413.0,25383.0,752.0
2019-02-01,NV,410.0,25534.0,755.0
2019-03-01,NV,414.0,25589.0,750.0
2019-04-01,NV,422.0,25775.0,753.0
2019-05-01,NV,428.0,25831.0,772.0
2019-06-01,NV,424.0,25847.0,761.0
2019-07-01,NV,418.0,25852.0,747.0
2019-08-01,NV,417.0,25966.0,733.0
2019-09-01,NV,418.0,26120.0,739.0
2019-10-01,NV,412.0,26205.0,725.0
2019-11-01,NV,414.0,26296.0,720.0
2019-12-01,NV,411.0,26443.0,710.0
2020-01-01,NV,404.0,26522.0,701.0
2020-02-01,NV,408.0,26614.0,695.0
2020-03-01,NV,414.0,26629.0,703.0
2020-04-01,NV,433.0,26771.0,723.0
2020-05-01,NV,458.0,26992.0,753.0
2015-01-01,NY,1172.0,96525.0,1510.0
2015-02-01,NY,1178.0,97079.0,1519.0
2015-03-01,NY,1198.0,97885.0,1535.0
2015-04-01,NY,1257.0,98250.0,1597.0
2015-05-01,NY,1285.0,98620.0,1622.0
2015-06-01,NY,1310.0,98695.0,1659.0
2015-07-01,NY,1348.0,98964.0,1694.0
2015-08-01,NY,1384.0,99184.0,1733.0
2015-09-01,NY,1413.0,99349.0,1764.0
2015-10-01,NY,1413.0,99526.0,1766.0
2015-11-01,NY,1445.0,99173.0,1789.0
2015-12-01,NY,1452.0,98476.0,1802.0
2016-01-01,NY,1499.0,97781.0,1840.0
2016-02-01,NY,1571.0,97445.0,1915.0
2016-03-01,NY,1621.0,97131.0,1978.0
2016-04-01,NY,1644.0,97051.0,2004.0
2016-05-01,NY,1673.0,96971.0,2023.0
2016-06-01,NY,1713.0,97038.0,2056.0
2016-07-01,NY,1752.0,97055.0,2084.0
2016-08-01,NY,1785.0,97223.0,2123.0
2016-09-01,NY,1813.0,97410.0,2147.0
2016-10-01,NY,1854.0,97512.0,2183.0
2016-11-01,NY,1880.0,98048.0,2219.0
2016-12-01,NY,1928.0,98766.0,2248.0
2017-01-01,NY,1956.0,99099.0,2289.0
2017-02-01,NY,1958.0,99210.0,2289.0
2017-03-01,NY,1995.0,99308.0,2331.0
2017-04-01,NY,1999.0,99275.0,2333.0
2017-05-01,NY,2054.0,99358.0,2396.0
2017-06-01,NY,2094.0,99706.0,2437.0
2017-07-01,NY,2112.0,99677.0,2459.0
2017-08-01,NY,2122.0,99672.0,2467.0
2017-09-01,NY,2145.0,99699.0,2511.0
2017-10-01,NY,2118.0,99369.0,2490.0
2017-11-01,NY,2078.0,99428.0,2446.0
2017-12-01,NY,2063.0,99799.0,2444.0
2018-01-01,NY,2056.0,100548.0,2449.0
2018-02-01,NY,2014.0,100761.0,2410.0
2018-03-01,NY,1950.0,100733.0,2331.0
2018-04-01,NY,1917.0,100817.0,2298.0
2018-05-01,NY,1869.0,100592.0,2243.0
2018-06-01,NY,1842.0,100515.0,2223.0
2018-07-01,NY,1832.0,100745.0,2214.0
2018-08-01,NY,1837.0,100858.0,2209.0
2018-09-01,NY,1799.0,100664.0,2166.0
2018-10-01,NY,1841.0,101199.0,2217.0
2018-11-01,NY,1862.0,101070.0,2240.0
2018-12-01,NY,1856.0,100680.0,2236.0
2019-01-01,NY,1787.0,99826.0,2144.0
2019-02-01,NY,1786.0,99523.0,2142.0
2019-03-01,NY,1800.0,99759.0,2169.0
2019-04-01,NY,1785.0,99716.0,2155.0
2019-05-01,NY,1755.0,100071.0,2130.0
2019-06-01,NY,1742.0,100105.0,2109.0
2019-07-01,NY,1738.0,100101.0,2128.0
2019-08-01,NY,1725.0,100189.0,2133.0
2019-09-01,NY,1734.0,100399.0,2125.0
2019-10-01,NY,1717.0,100251.0,2101.0
2019-11-01,NY,1732.0,100423.0,2117.0
2019-12-01,NY,1712.0,100570.0,2102.0
2020-01-01,NY,1761.0,100619.0,2160.0
2020-02-01,NY,1801.0,100960.0,2196.0
2020-03-01,NY,1837.0,102011.0,2234.0
2020-04-01,NY,1946.0,111183.0,2338.0
2020-05-01,NY,2025.0,113707.0,2420.0
2015-01-01,OH,,115935.0,2829.0
2015-02-01,OH,,116546.0,2828.0
2015-03-01,OH,,116925.0,2843.0
2015-04-01,OH,2335.0,117559.0,2955.0
2015-05-01,OH,2430.0,117995.0,3054.0
2015-06-01,OH,2446.0,118270.0,3051.0
2015-07-01,OH,2519.0,118593.0,3128.0
2015-08-01,OH,2539.0,118888.0,3153.0
2015-09-01,OH,2588.0,119011.0,3196.0
2015-10-01,OH,2610.0,119346.0,3222.0
2015-11-01,OH,2695.0,119284.0,3298.0
2015-12-01,OH,2733.0,118113.0,3336.0
2016-01-01,OH,2801.0,117030.0,3398.0
2016-02-01,OH,2870.0,117069.0,3452.0
2016-03-01,OH,2965.0,117453.0,3542.0
2016-04-01,OH,2987.0,117570.0,3575.0
2016-05-01,OH,3018.0,117613.0,3606.0
2016-06-01,OH,3062.0,117748.0,3652.0
2016-07-01,OH,3148.0,117836.0,3763.0
2016-08-01,OH,3237.0,117988.0,3857.0
2016-09-01,OH,3358.0,118330.0,4000.0
2016-10-01,OH,3456.0,118500.0,4121.0
2016-11-01,OH,3514.0,118749.0,4211.0
2016-12-01,OH,3627.0,119618.0,4326.0
2017-01-01,OH,3782.0,120603.0,4502.0
2017-02-01,OH,3965.0,121163.0,4710.0
2017-03-01,OH,4012.0,121681.0,4788.0
2017-04-01,OH,4182.0,121843.0,4974.0
2017-05-01,OH,4336.0,122145.0,5144.0
2017-06-01,OH,4450.0,122468.0,5293.0
2017-07-01,OH,4464.0,122639.0,5290.0
2017-08-01,OH,4435.0,122883.0,5262.0
2017-09-01,OH,4432.0,123096.0,5258.0
2017-10-01,OH,4411.0,123047.0,5225.0
2017-11-01,OH,4405.0,123334.0,5210.0
2017-12-01,OH,4327.0,123886.0,5138.0
2018-01-01,OH,4131.0,124953.0,4934.0
2018-02-01,OH,3940.0,124751.0,4739.0
2018-03-01,OH,3852.0,124156.0,4636.0
2018-04-01,OH,3648.0,124358.0,4418.0
2018-05-01,OH,3517.0,124515.0,4273.0
2018-06-01,OH,3419.0,124543.0,4148.0
2018-07-01,OH,3384.0,124614.0,4117.0
2018-08-01,OH,3407.0,124612.0,4144.0
2018-09-01,OH,3347.0,124754.0,4099.0
2018-10-01,OH,3317.0,125036.0,4058.0
2018-11-01,OH,3259.0,125210.0,4001.0
2018-12-01,OH,3259.0,124631.0,4004.0
2019-01-01,OH,3297.0,123189.0,4036.0
2019-02-01,OH,3282.0,122776.0,4011.0
2019-03-01,OH,3316.0,123359.0,4062.0
2019-04-01,OH,3356.0,123143.0,4110.0
2019-05-01,OH,3365.0,122995.0,4117.0
2019-06-01,OH,3381.0,123183.0,4147.0
2019-07-01,OH,3394.0,123345.0,4159.0
2019-08-01,OH,3354.0,123528.0,4129.0
2019-09-01,OH,3347.0,123507.0,4117.0
2019-10-01,OH,3368.0,123543.0,4165.0
2019-11-01,OH,3463.0,123562.0,4260.0
2019-12-01,OH,3484.0,123690.0,4279.0
2020-01-01,OH,3502.0,123613.0,4302.0
2020-02-01,OH,3553.0,124238.0,4365.0
2020-03-01,OH,3536.0,124194.0,4344.0
2020-04-01,OH,3606.0,125487.0,4404.0
2020-05-01,OH,3808.0,127149.0,4623.0
2015-01-01,OK,505.0,37788.0,794.0
2015-02-01,OK,492.0,37978.0,773.0
2015-03-01,OK,487.0,38043.0,771.0
2015-04-01,OK,496.0,38006.0,766.0
2015-05-01,OK,482.0,37987.0,752.0
2015-06-01,OK,470.0,38139.0,738.0
2015-07-01,OK,463.0,38193.0,733.0
2015-08-01,OK,444.0,38289.0,727.0
2015-09-01,OK,432.0,38243.0,718.0
2015-10-01,OK,431.0,38260.0,723.0
2015-11-01,OK,434.0,38278.0,727.0
2015-12-01,OK,427.0,38321.0,722.0
2016-01-01,OK,411.0,38029.0,696.0
2016-02-01,OK,420.0,37936.0,710.0
2016-03-01,OK,409.0,37812.0,698.0
2016-04-01,OK,410.0,37844.0,712.0
2016-05-01,OK,414.0,38008.0,734.0
2016-06-01,OK,401.0,37839.0,727.0
2016-07-01,OK,411.0,37797.0,752.0
2016-08-01,OK,425.0,37894.0,768.0
2016-09-01,OK,420.0,38045.0,761.0
2016-10-01,OK,425.0,38045.0,776.0
2016-11-01,OK,418.0,38040.0,776.0
2016-12-01,OK,432.0,38170.0,803.0
2017-01-01,OK,448.0,38344.0,830.0
2017-02-01,OK,446.0,38517.0,833.0
2017-03-01,OK,448.0,38616.0,844.0
2017-04-01,OK,447.0,38742.0,847.0
2017-05-01,OK,438.0,38683.0,828.0
2017-06-01,OK,452.0,38868.0,848.0
2017-07-01,OK,450.0,38995.0,847.0
2017-08-01,OK,428.0,39000.0,817.0
2017-09-01,OK,424.0,39064.0,821.0
2017-10-01,OK,401.0,39131.0,791.0
2017-11-01,OK,402.0,39286.0,791.0
2017-12-01,OK,387.0,39318.0,770.0
2018-01-01,OK,376.0,39832.0,757.0
2018-02-01,OK,351.0,39969.0,732.0
2018-03-01,OK,344.0,39908.0,724.0
2018-04-01,OK,332.0,39958.0,714.0
2018-05-01,OK,338.0,40070.0,732.0
2018-06-01,OK,323.0,40109.0,723.0
2018-07-01,OK,309.0,39968.0,701.0
2018-08-01,OK,312.0,40034.0,713.0
2018-09-01,OK,306.0,39907.0,703.0
2018-10-01,OK,304.0,39999.0,711.0
2018-11-01,OK,301.0,40070.0,711.0
2018-12-01,OK,300.0,39876.0,703.0
2019-01-01,OK,287.0,39300.0,675.0
2019-02-01,OK,287.0,39120.0,663.0
2019-03-01,OK,274.0,39370.0,640.0
2019-04-01,OK,265.0,39351.0,633.0
2019-05-01,OK,254.0,39315.0,615.0
2019-06-01,OK,251.0,39322.0,603.0
2019-07-01,OK,252.0,39459.0,600.0
2019-08-01,OK,243.0,39453.0,588.0
2019-09-01,OK,252.0,39594.0,609.0
2019-10-01,OK,254.0,39556.0,606.0
2019-11-01,OK,255.0,39599.0,619.0
2019-12-01,OK,249.0,39767.0,620.0
2020-01-01,OK,239.0,39906.0,619.0
2020-02-01,OK,233.0,39957.0,622.0
2020-03-01,OK,248.0,39872.0,649.0
2020-04-01,OK,257.0,40078.0,663.0
2020-05-01,OK,266.0,40217.0,682.0
2015-01-01,OR,340.0,34412.0,520.0
2015-02-01,OR,343.0,34646.0,519.0
2015-03-01,OR,339.0,34773.0,515.0
2015-04-01,OR,341.0,34918.0,517.0
2015-05-01,OR,326.0,35158.0,501.0
2015-06-01,OR,335.0,35356.0,506.0
2015-07-01,OR,331.0,35470.0,502.0
2015-08-01,OR,344.0,35486.0,515.0
2015-09-01,OR,351.0,35565.0,523.0
2015-10-01,OR,347.0,35484.0,510.0
2015-11-01,OR,340.0,35629.0,504.0
2015-12-01,OR,328.0,35732.0,497.0
2016-01-01,OR,323.0,35523.0,491.0
2016-02-01,OR,330.0,35453.0,495.0
2016-03-01,OR,329.0,35596.0,503.0
2016-04-01,OR,332.0,35581.0,510.0
2016-05-01,OR,344.0,35469.0,525.0
2016-06-01,OR,333.0,35399.0,521.0
2016-07-01,OR,330.0,35468.0,511.0
2016-08-01,OR,317.0,35574.0,495.0
2016-09-01,OR,310.0,35547.0,488.0
2016-10-01,OR,303.0,35688.0,483.0
2016-11-01,OR,306.0,35668.0,484.0
2016-12-01,OR,306.0,35918.0,496.0
2017-01-01,OR,309.0,36545.0,504.0
2017-02-01,OR,316.0,36696.0,512.0
2017-03-01,OR,313.0,36636.0,504.0
2017-04-01,OR,311.0,36705.0,507.0
2017-05-01,OR,310.0,36825.0,501.0
2017-06-01,OR,314.0,36852.0,494.0
2017-07-01,OR,315.0,36882.0,504.0
2017-08-01,OR,323.0,36906.0,517.0
2017-09-01,OR,325.0,36845.0,529.0
2017-10-01,OR,337.0,36941.0,546.0
2017-11-01,OR,339.0,36857.0,547.0
2017-12-01,OR,344.0,36695.0,534.0
2018-01-01,OR,352.0,36418.0,543.0
2018-02-01,OR,338.0,36159.0,534.0
2018-03-01,OR,346.0,36283.0,544.0
2018-04-01,OR,358.0,36360.0,554.0
2018-05-01,OR,363.0,36201.0,566.0
2018-06-01,OR,365.0,36304.0,574.0
2018-07-01,OR,366.0,36190.0,572.0
2018-08-01,OR,361.0,36177.0,562.0
2018-09-01,OR,358.0,36202.0,554.0
2018-10-01,OR,347.0,36100.0,541.0
2018-11-01,OR,342.0,36210.0,543.0
2018-12-01,OR,346.0,36208.0,556.0
2019-01-01,OR,335.0,35991.0,548.0
2019-02-01,OR,340.0,36171.0,556.0
2019-03-01,OR,342.0,36305.0,565.0
2019-04-01,OR,338.0,36341.0,571.0
2019-05-01,OR,321.0,36566.0,557.0
2019-06-01,OR,316.0,36622.0,564.0
2019-07-01,OR,320.0,36749.0,578.0
2019-08-01,OR,317.0,36796.0,587.0
2019-09-01,OR,326.0,37003.0,597.0
2019-10-01,OR,325.0,37186.0,602.0
2019-11-01,OR,327.0,37334.0,610.0
2019-12-01,OR,328.0,37428.0,619.0
2020-01-01,OR,339.0,37476.0,630.0
2020-02-01,OR,341.0,37588.0,633.0
2020-03-01,OR,345.0,37556.0,641.0
2020-04-01,OR,350.0,37737.0,652.0
2020-05-01,OR,391.0,37794.0,702.0
2015-01-01,PA,,131628.0,2788.0
2015-02-01,PA,,132673.0,2815.0
2015-03-01,PA,,133628.0,2836.0
2015-04-01,PA,,134004.0,2862.0
2015-05-01,PA,,134018.0,2878.0
2015-06-01,PA,,134081.0,2964.0
2015-07-01,PA,,134020.0,3012.0
2015-08-01,PA,,134230.0,3075.0
2015-09-01,PA,,134427.0,3131.0
2015-10-01,PA,,134598.0,3203.0
2015-11-01,PA,,134286.0,3250.0
2015-12-01,PA,,133734.0,3263.0
2016-01-01,PA,,132350.0,3269.0
2016-02-01,PA,,131948.0,3414.0
2016-03-01,PA,,131584.0,3526.0
2016-04-01,PA,,131585.0,3601.0
2016-05-01,PA,,131231.0,3632.0
2016-06-01,PA,,131297.0,3657.0
2016-07-01,PA,,131526.0,3797.0
2016-08-01,PA,,131999.0,3890.0
2016-09-01,PA,,132286.0,4030.0
2016-10-01,PA,,132591.0,4158.0
2016-11-01,PA,,133350.0,4358.0
2016-12-01,PA,,134523.0,4648.0
2017-01-01,PA,,135315.0,4875.0
2017-02-01,PA,,135703.0,4960.0
2017-03-01,PA,,136252.0,5107.0
2017-04-01,PA,,136404.0,5220.0
2017-05-01,PA,,136818.0,5386.0
2017-06-01,PA,,137317.0,5508.0
2017-07-01,PA,,137299.0,5573.0
2017-08-01,PA,,137294.0,5695.0
2017-09-01,PA,,137438.0,5697.0
2017-10-01,PA,,137236.0,5642.0
2017-11-01,PA,,136963.0,5586.0
2017-12-01,PA,,136986.0,5434.0
2018-01-01,PA,,137436.0,5303.0
2018-02-01,PA,,137337.0,5134.0
2018-03-01,PA,,136886.0,4982.0
2018-04-01,PA,,136978.0,4912.0
2018-05-01,PA,,136722.0,4833.0
2018-06-01,PA,,136570.0,4806.0
2018-07-01,PA,,136588.0,4741.0
2018-08-01,PA,,136471.0,4633.0
2018-09-01,PA,,136234.0,4587.0
2018-10-01,PA,,136611.0,4570.0
2018-11-01,PA,,136541.0,4475.0
2018-12-01,PA,,136049.0,4415.0
2019-01-01,PA,,134976.0,4403.0
2019-02-01,PA,,134510.0,4408.0
2019-03-01,PA,,134616.0,4410.0
2019-04-01,PA,,134350.0,4379.0
2019-05-01,PA,,134535.0,4337.0
2019-06-01,PA,,134517.0,4282.0
2019-07-01,PA,,134629.0,4257.0
2019-08-01,PA,,134738.0,4277.0
2019-09-01,PA,,134836.0,4269.0
2019-10-01,PA,,134608.0,4275.0
2019-11-01,PA,,134912.0,4348.0
2019-12-01,PA,,135244.0,4444.0
2020-01-01,PA,,135348.0,4470.0
2020-02-01,PA,,135718.0,4522.0
2020-03-01,PA,,135648.0,4550.0
2020-04-01,PA,,139907.0,4643.0
2020-05-01,PA,,142681.0,4755.0
2015-01-01,RI,214.0,10111.0,250.0
2015-02-01,RI,218.0,10206.0,254.0
2015-03-01,RI,221.0,10268.0,262.0
2015-04-01,RI,221.0,10249.0,267.0
2015-05-01,RI,235.0,10238.0,282.0
2015-06-01,RI,251.0,10286.0,296.0
2015-07-01,RI,260.0,10365.0,308.0
2015-08-01,RI,264.0,10369.0,308.0
2015-09-01,RI,279.0,10414.0,326.0
2015-10-01,RI,272.0,10476.0,322.0
2015-11-01,RI,273.0,10496.0,323.0
2015-12-01,RI,268.0,10388.0,319.0
2016-01-01,RI,268.0,10273.0,320.0
2016-02-01,RI,264.0,10251.0,322.0
2016-03-01,RI,267.0,10173.0,322.0
2016-04-01,RI,278.0,10159.0,328.0
2016-05-01,RI,274.0,10131.0,329.0
2016-06-01,RI,279.0,10072.0,338.0
2016-07-01,RI,278.0,9973.0,333.0
2016-08-01,RI,283.0,9997.0,337.0
2016-09-01,RI,277.0,9985.0,329.0
2016-10-01,RI,282.0,9950.0,330.0
2016-11-01,RI,294.0,9940.0,344.0
2016-12-01,RI,297.0,10023.0,346.0
2017-01-01,RI,300.0,10075.0,350.0
2017-02-01,RI,296.0,10107.0,340.0
2017-03-01,RI,299.0,10187.0,346.0
2017-04-01,RI,290.0,10226.0,339.0
2017-05-01,RI,280.0,10258.0,324.0
2017-06-01,RI,280.0,10333.0,320.0
2017-07-01,RI,280.0,10374.0,321.0
2017-08-01,RI,282.0,10345.0,326.0
2017-09-01,RI,285.0,10391.0,330.0
2017-10-01,RI,288.0,10351.0,332.0
2017-11-01,RI,284.0,10379.0,326.0
2017-12-01,RI,284.0,10444.0,332.0
2018-01-01,RI,275.0,10505.0,321.0
2018-02-01,RI,271.0,10412.0,317.0
2018-03-01,RI,267.0,10302.0,309.0
2018-04-01,RI,274.0,10336.0,313.0
2018-05-01,RI,288.0,10367.0,329.0
2018-06-01,RI,288.0,10358.0,332.0
2018-07-01,RI,283.0,10380.0,330.0
2018-08-01,RI,281.0,10418.0,329.0
2018-09-01,RI,280.0,10436.0,328.0
2018-10-01,RI,281.0,10507.0,333.0
2018-11-01,RI,279.0,10502.0,334.0
