Date,State,Opioid Deaths,Number of Deaths,Number of Drug Overdose Deaths
2018-01-01,MD,2037.0,49958.0,2289.0
2018-02-01,MD,2100.0,49961.0,2359.0
2018-03-01,MD,2142.0,49921.0,2397.0
2018-04-01,MD,2156.0,49843.0,2410.0
2018-05-01,MD,2161.0,49815.0,2425.0
2018-06-01,MD,2179.0,49852.0,2438.0
2018-07-01,MD,2179.0,50056.0,2432.0
2018-08-01,MD,2183.0,50025.0,2428.0
2018-09-01,MD,2176.0,49934.0,2420.0
2018-10-01,MD,2161.0,50076.0,2413.0
2018-11-01,MD,2168.0,50144.0,2412.0
2018-12-01,MD,2150.0,50272.0,2393.0
2019-01-01,MD,2153.0,49915.0,2392.0
2019-02-01,MD,2115.0,49761.0,2353.0
2019-03-01,MD,2099.0,50021.0,2341.0
2019-04-01,MD,2094.0,50195.0,2324.0
2019-05-01,MD,2066.0,50337.0,2289.0
2019-06-01,MD,2043.0,50365.0,2261.0
2019-07-01,MD,2062.0,50333.0,2284.0
2019-08-01,MD,2094.0,50400.0,2328.0
2019-09-01,MD,2097.0,50448.0,2341.0
2019-10-01,MD,2117.0,50453.0,2355.0
2019-11-01,MD,2130.0,50628.0,2374.0
2019-12-01,MD,2117.0,50486.0,2360.0
2020-01-01,MD,2102.0,50444.0,2332.0
2020-02-01,MD,2122.0,50614.0,2357.0
2020-03-01,MD,2143.0,50705.0,2378.0
2020-04-01,MD,2123.0,52534.0,2369.0
2020-05-01,MD,2190.0,54497.0,2445.0
2015-01-01,ME,171.0,13627.0,213.0
2015-02-01,ME,181.0,13845.0,218.0
2015-03-01,ME,196.0,13901.0,230.0
2015-04-01,ME,211.0,13993.0,243.0
2015-05-01,ME,208.0,14023.0,239.0
2015-06-01,ME,209.0,14016.0,238.0
2015-07-01,ME,223.0,14052.0,253.0
2015-08-01,ME,219.0,14179.0,245.0
2015-09-01,ME,232.0,14296.0,258.0
2015-10-01,ME,237.0,14368.0,265.0
2015-11-01,ME,241.0,14367.0,271.0
2015-12-01,ME,235.0,14324.0,267.0
2016-01-01,ME,235.0,14129.0,270.0
2016-02-01,ME,232.0,13952.0,271.0
2016-03-01,ME,237.0,13897.0,279.0
2016-04-01,ME,246.0,13868.0,290.0
2016-05-01,ME,257.0,13964.0,303.0
2016-06-01,ME,273.0,14059.0,327.0
2016-07-01,ME,283.0,14044.0,334.0
2016-08-01,ME,291.0,14005.0,345.0
2016-09-01,ME,290.0,13937.0,342.0
2016-10-01,ME,284.0,13923.0,337.0
2016-11-01,ME,288.0,13983.0,341.0
2016-12-01,ME,306.0,14069.0,357.0
2017-01-01,ME,316.0,14136.0,368.0
2017-02-01,ME,315.0,14224.0,366.0
2017-03-01,ME,316.0,14326.0,368.0
2017-04-01,ME,324.0,14445.0,375.0
2017-05-01,ME,319.0,14342.0,369.0
2017-06-01,ME,311.0,14362.0,356.0
2017-07-01,ME,310.0,14325.0,355.0
2017-08-01,ME,314.0,14391.0,362.0
2017-09-01,ME,323.0,14479.0,376.0
2017-10-01,ME,339.0,14467.0,394.0
2017-11-01,ME,340.0,14491.0,396.0
2017-12-01,ME,348.0,14513.0,409.0
2018-01-01,ME,345.0,14604.0,408.0
2018-02-01,ME,349.0,14640.0,411.0
2018-03-01,ME,350.0,14551.0,410.0
2018-04-01,ME,343.0,14507.0,404.0
2018-05-01,ME,341.0,14473.0,402.0
2018-06-01,ME,344.0,14440.0,404.0
2018-07-01,ME,341.0,14488.0,404.0
2018-08-01,ME,340.0,14471.0,402.0
2018-09-01,ME,322.0,14465.0,385.0
2018-10-01,ME,309.0,14531.0,370.0
2018-11-01,ME,304.0,14555.0,367.0
2018-12-01,ME,277.0,14548.0,338.0
2019-01-01,ME,270.0,14551.0,324.0
2019-02-01,ME,279.0,14540.0,330.0
2019-03-01,ME,268.0,14683.0,318.0
2019-04-01,ME,262.0,14709.0,310.0
2019-05-01,ME,271.0,14760.0,319.0
2019-06-01,ME,276.0,14809.0,328.0
2019-07-01,ME,268.0,14854.0,322.0
2019-08-01,ME,278.0,14893.0,330.0
2019-09-01,ME,285.0,14895.0,334.0
2019-10-01,ME,308.0,14903.0,358.0
2019-11-01,ME,308.0,14889.0,356.0
2019-12-01,ME,317.0,14877.0,362.0
2020-01-01,ME,338.0,14902.0,390.0
2020-02-01,ME,345.0,14991.0,401.0
2020-03-01,ME,359.0,14904.0,420.0
2020-04-01,ME,360.0,14903.0,423.0
2020-05-01,ME,371.0,14959.0,435.0
2015-01-01,MI,,93274.0,1796.0
2015-02-01,MI,,93559.0,1822.0
2015-03-01,MI,,94086.0,1861.0
2015-04-01,MI,,94589.0,1941.0
2015-05-01,MI,,94659.0,1986.0
2015-06-01,MI,,94937.0,2012.0
2015-07-01,MI,,95051.0,2017.0
2015-08-01,MI,,95190.0,2009.0
2015-09-01,MI,,95072.0,2006.0
2015-10-01,MI,,95079.0,1997.0
2015-11-01,MI,,94631.0,1997.0
2015-12-01,MI,,93920.0,1973.0
2016-01-01,MI,,93137.0,1944.0
2016-02-01,MI,,93407.0,1963.0
2016-03-01,MI,,93268.0,1975.0
2016-04-01,MI,,93368.0,1927.0
2016-05-01,MI,,93535.0,1927.0
2016-06-01,MI,,93472.0,1926.0
2016-07-01,MI,,93394.0,1950.0
2016-08-01,MI,,93445.0,1977.0
2016-09-01,MI,,93753.0,2013.0
2016-10-01,MI,,93939.0,2108.0
2016-11-01,MI,,94283.0,2193.0
2016-12-01,MI,,94840.0,2342.0
2017-01-01,MI,,95468.0,2435.0
2017-02-01,MI,,95549.0,2469.0
2017-03-01,MI,,96017.0,2491.0
2017-04-01,MI,,96144.0,2511.0
2017-05-01,MI,,96114.0,2547.0
2017-06-01,MI,,96216.0,2591.0
2017-07-01,MI,,96246.0,2630.0
2017-08-01,MI,,96265.0,2696.0
2017-09-01,MI,,96087.0,2725.0
2017-10-01,MI,,95963.0,2707.0
2017-11-01,MI,,96022.0,2708.0
2017-12-01,MI,,96266.0,2665.0
2018-01-01,MI,,96771.0,2654.0
2018-02-01,MI,,97110.0,2673.0
2018-03-01,MI,,96954.0,2685.0
2018-04-01,MI,,97052.0,2707.0
2018-05-01,MI,,97021.0,2672.0
2018-06-01,MI,,97109.0,2701.0
2018-07-01,MI,,97350.0,2734.0
2018-08-01,MI,,97437.0,2701.0
2018-09-01,MI,,97528.0,2667.0
2018-10-01,MI,,97661.0,2634.0
2018-11-01,MI,,97947.0,2590.0
2018-12-01,MI,,97545.0,2575.0
2019-01-01,MI,,96677.0,2513.0
2019-02-01,MI,,96128.0,2463.0
2019-03-01,MI,,96098.0,2416.0
2019-04-01,MI,,95852.0,2406.0
2019-05-01,MI,,96136.0,2460.0
2019-06-01,MI,,96296.0,2420.0
2019-07-01,MI,,96522.0,2376.0
2019-08-01,MI,,96676.0,2339.0
2019-09-01,MI,,96883.0,2358.0
2019-10-01,MI,,97086.0,2366.0
2019-11-01,MI,,97324.0,2393.0
2019-12-01,MI,,97756.0,2377.0
2020-01-01,MI,,98091.0,2371.0
2020-02-01,MI,,98611.0,2394.0
2020-03-01,MI,,99684.0,2405.0
2020-04-01,MI,,104767.0,2437.0
2020-05-01,MI,,105919.0,2491.0
2015-01-01,MN,,41954.0,530.0
2015-02-01,MN,,42098.0,523.0
2015-03-01,MN,,42319.0,529.0
2015-04-01,MN,,42623.0,541.0
2015-05-01,MN,,42666.0,550.0
2015-06-01,MN,,42770.0,544.0
2015-07-01,MN,,42851.0,549.0
2015-08-01,MN,,43041.0,563.0
2015-09-01,MN,,43112.0,574.0
2015-10-01,MN,,43207.0,586.0
2015-11-01,MN,,43022.0,588.0
2015-12-01,MN,,42713.0,592.0
2016-01-01,MN,,42576.0,607.0
2016-02-01,MN,,42746.0,631.0
2016-03-01,MN,,42655.0,626.0
2016-04-01,MN,,42590.0,627.0
2016-05-01,MN,,42526.0,631.0
2016-06-01,MN,,42535.0,649.0
2016-07-01,MN,,42556.0,645.0
2016-08-01,MN,,42560.0,649.0
2016-09-01,MN,,42690.0,647.0
2016-10-01,MN,,42767.0,638.0
2016-11-01,MN,,42946.0,654.0
2016-12-01,MN,,43134.0,664.0
2017-01-01,MN,,43129.0,655.0
2017-02-01,MN,,43284.0,652.0
2017-03-01,MN,,43480.0,664.0
2017-04-01,MN,,43647.0,668.0
2017-05-01,MN,,43865.0,676.0
2017-06-01,MN,,43837.0,685.0
2017-07-01,MN,,43878.0,686.0
2017-08-01,MN,,43902.0,698.0
2017-09-01,MN,,43932.0,720.0
2017-10-01,MN,,43983.0,727.0
2017-11-01,MN,,44136.0,729.0
2017-12-01,MN,,44295.0,728.0
2018-01-01,MN,,44681.0,718.0
2018-02-01,MN,,44720.0,719.0
2018-03-01,MN,,44528.0,713.0
2018-04-01,MN,,44416.0,698.0
2018-05-01,MN,,44353.0,690.0
2018-06-01,MN,,44408.0,677.0
2018-07-01,MN,,44581.0,687.0
2018-08-01,MN,,44759.0,670.0
2018-09-01,MN,,44757.0,644.0
2018-10-01,MN,,44855.0,644.0
2018-11-01,MN,,44905.0,641.0
2018-12-01,MN,,44751.0,639.0
2019-01-01,MN,,44512.0,665.0
2019-02-01,MN,,44442.0,658.0
2019-03-01,MN,,44518.0,650.0
2019-04-01,MN,,44527.0,675.0
2019-05-01,MN,,44795.0,690.0
2019-06-01,MN,,44897.0,708.0
2019-07-01,MN,,44916.0,721.0
2019-08-01,MN,,45035.0,741.0
2019-09-01,MN,,45155.0,753.0
2019-10-01,MN,,45141.0,767.0
2019-11-01,MN,,45130.0,769.0
2019-12-01,MN,,45391.0,788.0
2020-01-01,MN,,45564.0,782.0
2020-02-01,MN,,45778.0,791.0
2020-03-01,MN,,46016.0,827.0
2020-04-01,MN,,46539.0,858.0
2020-05-01,MN,,47181.0,906.0
2015-01-01,MO,,60902.0,1108.0
2015-02-01,MO,,61478.0,1107.0
2015-03-01,MO,,61767.0,1092.0
2015-04-01,MO,,61945.0,1072.0
2015-05-01,MO,,62138.0,1093.0
2015-06-01,MO,,62053.0,1116.0
2015-07-01,MO,,62257.0,1103.0
2015-08-01,MO,,62314.0,1070.0
2015-09-01,MO,,62510.0,1081.0
2015-10-01,MO,,62571.0,1071.0
2015-11-01,MO,,62541.0,1090.0
2015-12-01,MO,,61995.0,1087.0
2016-01-01,MO,,61427.0,1096.0
2016-02-01,MO,,61186.0,1121.0
2016-03-01,MO,,60919.0,1129.0
2016-04-01,MO,,61039.0,1150.0
2016-05-01,MO,,60964.0,1147.0
2016-06-01,MO,,61135.0,1157.0
2016-07-01,MO,,61118.0,1192.0
2016-08-01,MO,,61319.0,1236.0
2016-09-01,MO,,61271.0,1247.0
2016-10-01,MO,,61393.0,1288.0
2016-11-01,MO,,61411.0,1329.0
2016-12-01,MO,,61888.0,1386.0
2017-01-01,MO,,62663.0,1394.0
2017-02-01,MO,,63125.0,1388.0
2017-03-01,MO,,63553.0,1415.0
2017-04-01,MO,,63345.0,1403.0
2017-05-01,MO,,63485.0,1403.0
2017-06-01,MO,,63516.0,1403.0
2017-07-01,MO,,63679.0,1395.0
2017-08-01,MO,,63740.0,1392.0
2017-09-01,MO,,63926.0,1421.0
2017-10-01,MO,,63893.0,1428.0
2017-11-01,MO,993.0,64027.0,1407.0
2017-12-01,MO,,64202.0,1398.0
2018-01-01,MO,,64832.0,1397.0
2018-02-01,MO,983.0,64982.0,1407.0
2018-03-01,MO,979.0,64916.0,1407.0
2018-04-01,MO,,65311.0,1440.0
2018-05-01,MO,,65417.0,1455.0
2018-06-01,MO,,65460.0,1495.0
2018-07-01,MO,,65354.0,1524.0
2018-08-01,MO,,65529.0,1560.0
2018-09-01,MO,,65587.0,1566.0
2018-10-01,MO,1116.0,65759.0,1598.0
2018-11-01,MO,1132.0,65811.0,1627.0
2018-12-01,MO,1153.0,65507.0,1635.0
2019-01-01,MO,1178.0,64395.0,1664.0
2019-02-01,MO,1163.0,64095.0,1667.0
2019-03-01,MO,1160.0,64128.0,1673.0
2019-04-01,MO,1142.0,63911.0,1647.0
2019-05-01,MO,1133.0,64070.0,1635.0
2019-06-01,MO,1099.0,64200.0,1582.0
2019-07-01,MO,1088.0,64563.0,1579.0
2019-08-01,MO,1102.0,64487.0,1588.0
2019-09-01,MO,1102.0,64565.0,1596.0
2019-10-01,MO,1096.0,64441.0,1584.0
2019-11-01,MO,1098.0,64720.0,1581.0
2019-12-01,MO,1105.0,64777.0,1603.0
2020-01-01,MO,1101.0,64950.0,1597.0
2020-02-01,MO,1127.0,65227.0,1633.0
2020-03-01,MO,1155.0,65284.0,1656.0
2020-04-01,MO,1234.0,66103.0,1749.0
2020-05-01,MO,1304.0,66551.0,1831.0
2015-01-01,MS,,29715.0,302.0
2015-02-01,MS,,29969.0,302.0
2015-03-01,MS,,30211.0,307.0
2015-04-01,MS,,30303.0,322.0
2015-05-01,MS,,30541.0,328.0
2015-06-01,MS,,30703.0,329.0
2015-07-01,MS,,30921.0,343.0
2015-08-01,MS,,31052.0,348.0
2015-09-01,MS,,31070.0,337.0
2015-10-01,MS,,31167.0,331.0
2015-11-01,MS,,31127.0,325.0
2015-12-01,MS,,31006.0,333.0
2016-01-01,MS,,31049.0,338.0
2016-02-01,MS,,30918.0,335.0
2016-03-01,MS,,30894.0,334.0
2016-04-01,MS,,30800.0,322.0
2016-05-01,MS,,30752.0,323.0
2016-06-01,MS,,30689.0,320.0
2016-07-01,MS,,30590.0,319.0
2016-08-01,MS,,30681.0,313.0
2016-09-01,MS,,30644.0,327.0
2016-10-01,MS,,30712.0,336.0
2016-11-01,MS,,30844.0,334.0
2016-12-01,MS,,31016.0,332.0
2017-01-01,MS,,30972.0,329.0
2017-02-01,MS,,30969.0,323.0
2017-03-01,MS,,31002.0,327.0
2017-04-01,MS,,31037.0,334.0
2017-05-01,MS,,30992.0,329.0
2017-06-01,MS,,31065.0,331.0
2017-07-01,MS,,31121.0,327.0
2017-08-01,MS,,30965.0,315.0
2017-09-01,MS,,31032.0,318.0
2017-10-01,MS,,31050.0,319.0
2017-11-01,MS,,31162.0,330.0
2017-12-01,MS,,31460.0,329.0
2018-01-01,MS,,32034.0,324.0
2018-02-01,MS,,32086.0,337.0
2018-03-01,MS,,31997.0,327.0
2018-04-01,MS,,32082.0,314.0
2018-05-01,MS,,32016.0,313.0
2018-06-01,MS,,32047.0,307.0
2018-07-01,MS,,31999.0,308.0
2018-08-01,MS,,32078.0,325.0
2018-09-01,MS,,32072.0,315.0
2018-10-01,MS,,32030.0,308.0
2018-11-01,MS,,32014.0,299.0
2018-12-01,MS,,31692.0,290.0
2019-01-01,MS,,31133.0,289.0
2019-02-01,MS,152.0,31218.0,274.0
2019-03-01,MS,162.0,31311.0,289.0
2019-04-01,MS,172.0,31363.0,294.0
2019-05-01,MS,177.0,31650.0,307.0
2019-06-01,MS,204.0,31721.0,330.0
2019-07-01,MS,207.0,31818.0,339.0
2019-08-01,MS,206.0,31906.0,336.0
2019-09-01,MS,213.0,31894.0,341.0
2019-10-01,MS,219.0,31938.0,348.0
2019-11-01,MS,223.0,31926.0,356.0
2019-12-01,MS,235.0,32038.0,373.0
2020-01-01,MS,242.0,32009.0,382.0
2020-02-01,MS,251.0,32047.0,397.0
2020-03-01,MS,252.0,32157.0,396.0
2020-04-01,MS,264.0,32639.0,407.0
2020-05-01,MS,278.0,33189.0,424.0
2015-01-01,MT,,9502.0,121.0
2015-02-01,MT,,9500.0,125.0
2015-03-01,MT,,9476.0,129.0
2015-04-01,MT,,9508.0,126.0
2015-05-01,MT,,9609.0,135.0
2015-06-01,MT,,9669.0,132.0
2015-07-01,MT,,9716.0,128.0
2015-08-01,MT,,9778.0,121.0
2015-09-01,MT,,9754.0,125.0
2015-10-01,MT,,9817.0,126.0
2015-11-01,MT,,9779.0,128.0
2015-12-01,MT,,9901.0,131.0
2016-01-01,MT,,9832.0,126.0
2016-02-01,MT,,9921.0,120.0
2016-03-01,MT,,9939.0,125.0
2016-04-01,MT,,9973.0,128.0
2016-05-01,MT,,9938.0,123.0
2016-06-01,MT,,9863.0,121.0
2016-07-01,MT,,9913.0,127.0
2016-08-01,MT,,9886.0,130.0
2016-09-01,MT,,9863.0,123.0
2016-10-01,MT,,9873.0,120.0
2016-11-01,MT,,9904.0,120.0
2016-12-01,MT,,9941.0,114.0
2017-01-01,MT,,10052.0,119.0
2017-02-01,MT,,10131.0,131.0
2017-03-01,MT,,10229.0,128.0
2017-04-01,MT,,10217.0,125.0
2017-05-01,MT,,10237.0,127.0
2017-06-01,MT,,10292.0,124.0
2017-07-01,MT,,10277.0,119.0
2017-08-01,MT,,10300.0,117.0
2017-09-01,MT,,10278.0,119.0
2017-10-01,MT,,10309.0,123.0
2017-11-01,MT,,10335.0,115.0
2017-12-01,MT,,10270.0,118.0
2018-01-01,MT,,10176.0,114.0
2018-02-01,MT,,10101.0,105.0
2018-03-01,MT,,10027.0,99.0
2018-04-01,MT,,10033.0,97.0
2018-05-01,MT,,9919.0,97.0
2018-06-01,MT,,9911.0,107.0
2018-07-01,MT,,9907.0,105.0
2018-08-01,MT,,9902.0,109.0
2018-09-01,MT,,9953.0,112.0
2018-10-01,MT,,9953.0,112.0
2018-11-01,MT,,10002.0,116.0
2018-12-01,MT,,9986.0,117.0
2019-01-01,MT,,10086.0,120.0
2019-02-01,MT,,10138.0,123.0
2019-03-01,MT,,10218.0,124.0
2019-04-01,MT,,10250.0,129.0
2019-05-01,MT,,10332.0,126.0
2019-06-01,MT,,10384.0,123.0
2019-07-01,MT,,10360.0,133.0
2019-08-01,MT,,10386.0,138.0
2019-09-01,MT,,10433.0,137.0
2019-10-01,MT,,10426.0,134.0
2019-11-01,MT,,10385.0,140.0
2019-12-01,MT,,10439.0,139.0
2020-01-01,MT,,10418.0,139.0
2020-02-01,MT,,10416.0,136.0
2020-03-01,MT,,10429.0,138.0
2020-04-01,MT,,10392.0,148.0
2020-05-01,MT,,10397.0,150.0
2015-01-01,NC,979.0,87132.0,1359.0
2015-02-01,NC,986.0,87784.0,1357.0
2015-03-01,NC,1002.0,88384.0,1358.0
2015-04-01,NC,1020.0,88620.0,1365.0
2015-05-01,NC,1038.0,88818.0,1389.0
2015-06-01,NC,1061.0,89238.0,1406.0
2015-07-01,NC,1059.0,89630.0,1422.0
2015-08-01,NC,1046.0,89864.0,1416.0
2015-09-01,NC,1074.0,90001.0,1439.0
2015-10-01,NC,1090.0,90154.0,1455.0
2015-11-01,NC,1131.0,90229.0,1503.0
2015-12-01,NC,1159.0,90025.0,1537.0
2016-01-01,NC,1199.0,89624.0,1589.0
2016-02-01,NC,1212.0,89619.0,1595.0
2016-03-01,NC,1252.0,89556.0,1654.0
2016-04-01,NC,1278.0,89779.0,1694.0
2016-05-01,NC,1310.0,90013.0,1736.0
2016-06-01,NC,1361.0,90010.0,1792.0
2016-07-01,NC,1398.0,90104.0,1816.0
2016-08-01,NC,1444.0,90243.0,1869.0
2016-09-01,NC,1456.0,90330.0,1880.0
2016-10-01,NC,1468.0,90585.0,1900.0
2016-11-01,NC,1468.0,90874.0,1905.0
2016-12-01,NC,1497.0,91350.0,1931.0
2017-01-01,NC,1546.0,91505.0,1974.0
2017-02-01,NC,1584.0,91572.0,2019.0
2017-03-01,NC,1608.0,92295.0,2049.0
2017-04-01,NC,1637.0,92537.0,2082.0
2017-05-01,NC,1667.0,92777.0,2106.0
2017-06-01,NC,1709.0,92927.0,2165.0
2017-07-01,NC,1734.0,93142.0,2204.0
2017-08-01,NC,1801.0,93485.0,2259.0
2017-09-01,NC,1858.0,93790.0,2320.0
2017-10-01,NC,1875.0,93744.0,2335.0
2017-11-01,NC,1884.0,93717.0,2332.0
2017-12-01,NC,1921.0,94051.0,2369.0
2018-01-01,NC,1912.0,94987.0,2358.0
2018-02-01,NC,1889.0,95200.0,2331.0
2018-03-01,NC,1863.0,94515.0,2293.0
2018-04-01,NC,1854.0,94418.0,2282.0
2018-05-01,NC,1844.0,94329.0,2288.0
2018-06-01,NC,1843.0,94644.0,2287.0
2018-07-01,NC,1838.0,94644.0,2272.0
2018-08-01,NC,1779.0,94616.0,2224.0
2018-09-01,NC,1783.0,94525.0,2231.0
2018-10-01,NC,1795.0,94742.0,2245.0
2018-11-01,NC,1822.0,94951.0,2275.0
2018-12-01,NC,1781.0,94809.0,2246.0
2019-01-01,NC,1768.0,93805.0,2225.0
2019-02-01,NC,1803.0,94048.0,2264.0
2019-03-01,NC,1849.0,94430.0,2317.0
2019-04-01,NC,1858.0,94873.0,2328.0
2019-05-01,NC,1846.0,95333.0,2306.0
2019-06-01,NC,1845.0,95615.0,2296.0
2019-07-01,NC,1840.0,95775.0,2305.0
2019-08-01,NC,1838.0,96016.0,2292.0
2019-09-01,NC,1829.0,96301.0,2292.0
2019-10-01,NC,1836.0,96437.0,2299.0
2019-11-01,NC,1841.0,96515.0,2310.0
2019-12-01,NC,1872.0,96682.0,2325.0
2020-01-01,NC,1864.0,96966.0,2336.0
2020-02-01,NC,1835.0,97102.0,2308.0
2020-03-01,NC,1796.0,97432.0,2269.0
2020-04-01,NC,1777.0,98131.0,2240.0
2020-05-01,NC,,98991.0,2183.0
2015-01-01,ND,,6887.0,65.0
2015-02-01,ND,,6914.0,65.0
2015-03-01,ND,,6919.0,64.0
2015-04-01,ND,,6955.0,61.0
2015-05-01,ND,,6945.0,67.0
2015-06-01,ND,,6988.0,71.0
2015-07-01,ND,,7028.0,68.0
2015-08-01,ND,,7020.0,70.0
2015-09-01,ND,,7028.0,71.0
2015-10-01,ND,,6977.0,68.0
2015-11-01,ND,,6985.0,63.0
2015-12-01,ND,,6876.0,66.0
2016-01-01,ND,,6754.0,62.0
2016-02-01,ND,,6730.0,59.0
2016-03-01,ND,,6724.0,66.0
2016-04-01,ND,,6679.0,73.0
2016-05-01,ND,,6700.0,66.0
2016-06-01,ND,,6714.0,65.0
2016-07-01,ND,,6674.0,65.0
2016-08-01,ND,,6642.0,68.0
2016-09-01,ND,,6617.0,72.0
2016-10-01,ND,,6706.0,73.0
2016-11-01,ND,,6741.0,79.0
2016-12-01,ND,,6806.0,80.0
2017-01-01,ND,,6844.0,81.0
2017-02-01,ND,,6886.0,84.0
2017-03-01,ND,,6902.0,80.0
2017-04-01,ND,,6970.0,78.0
2017-05-01,ND,,6971.0,80.0
2017-06-01,ND,,6971.0,81.0
2017-07-01,ND,,6979.0,83.0
2017-08-01,ND,,7041.0,81.0
2017-09-01,ND,,7079.0,77.0
2017-10-01,ND,,7047.0,75.0
2017-11-01,ND,,7064.0,74.0
2017-12-01,ND,,7088.0,76.0
2018-01-01,ND,,7153.0,81.0
2018-02-01,ND,,7140.0,78.0
2018-03-01,ND,,7121.0,76.0
2018-04-01,ND,,7080.0,76.0
2018-05-01,ND,,7068.0,73.0
2018-06-01,ND,,7042.0,72.0
2018-07-01,ND,,7068.0,69.0
2018-08-01,ND,,7027.0,67.0
2018-09-01,ND,,7011.0,72.0
2018-10-01,ND,,7041.0,74.0
2018-11-01,ND,,7034.0,71.0
2018-12-01,ND,,7032.0,70.0
2019-01-01,ND,,6980.0,63.0
2019-02-01,ND,,6984.0,70.0
2019-03-01,ND,,6970.0,76.0
2019-04-01,ND,,7030.0,75.0
2019-05-01,ND,,7126.0,74.0
2019-06-01,ND,,7198.0,76.0
2019-07-01,ND,,7195.0,86.0
2019-08-01,ND,,7276.0,88.0
2019-09-01,ND,,7313.0,84.0
2019-10-01,ND,,7312.0,81.0
2019-11-01,ND,,7348.0,88.0
2019-12-01,ND,,7390.0,90.0
2020-01-01,ND,,7423.0,96.0
2020-02-01,ND,,7502.0,92.0
2020-03-01,ND,,7548.0,91.0
2020-04-01,ND,,7568.0,88.0
2020-05-01,ND,,7551.0,91.0
2015-01-01,NE,,16421.0,121.0
2015-02-01,NE,,16509.0,129.0
2015-03-01,NE,,16621.0,131.0
2015-04-01,NE,,16670.0,125.0
2015-05-01,NE,,16725.0,129.0
2015-06-01,NE,,16799.0,130.0
2015-07-01,NE,,16933.0,132.0
2015-08-01,NE,,17015.0,131.0
2015-09-01,NE,,17022.0,135.0
2015-10-01,NE,,17086.0,135.0
2015-11-01,NE,,17034.0,126.0
2015-12-01,NE,,16957.0,123.0
2016-01-01,NE,,16726.0,122.0
2016-02-01,NE,,16581.0,126.0
2016-03-01,NE,,16408.0,125.0
2016-04-01,NE,,16419.0,127.0
2016-05-01,NE,,16382.0,123.0
2016-06-01,NE,,16288.0,118.0
2016-07-01,NE,,16202.0,118.0
2016-08-01,NE,,16307.0,118.0
2016-09-01,NE,,16251.0,113.0
2016-10-01,NE,,16182.0,108.0
2016-11-01,NE,,16289.0,114.0
2016-12-01,NE,,16400.0,113.0
2017-01-01,NE,,16669.0,114.0
2017-02-01,NE,,16872.0,116.0
2017-03-01,NE,,16953.0,110.0
2017-04-01,NE,,16866.0,108.0
2017-05-01,NE,,16904.0,113.0
2017-06-01,NE,,17048.0,120.0
2017-07-01,NE,,17129.0,121.0
2017-08-01,NE,,17000.0,124.0
2017-09-01,NE,,17032.0,131.0
2017-10-01,NE,,17094.0,144.0
2017-11-01,NE,,17099.0,154.0
2017-12-01,NE,,17084.0,157.0
2018-01-01,NE,,17027.0,152.0
2018-02-01,NE,,16928.0,150.0
2018-03-01,NE,,17027.0,163.0
2018-04-01,NE,,17103.0,166.0
2018-05-01,NE,,17081.0,165.0
2018-06-01,NE,,17099.0,165.0
2018-07-01,NE,,17084.0,166.0
2018-08-01,NE,,17173.0,158.0
2018-09-01,NE,,17223.0,153.0
2018-10-01,NE,,17256.0,144.0
2018-11-01,NE,,17200.0,139.0
2018-12-01,NE,,17166.0,140.0
2019-01-01,NE,,17111.0,147.0
2019-02-01,NE,,17128.0,150.0
2019-03-01,NE,,17048.0,151.0
2019-04-01,NE,,17071.0,147.0
2019-05-01,NE,,17115.0,140.0
2019-06-01,NE,,17023.0,137.0
2019-07-01,NE,,17041.0,139.0
2019-08-01,NE,,17035.0,145.0
2019-09-01,NE,,17035.0,151.0
2019-10-01,NE,,17070.0,151.0
2019-11-01,NE,,17105.0,151.0
2019-12-01,NE,,17196.0,148.0
2020-01-01,NE,,17141.0,146.0
2020-02-01,NE,,17121.0,143.0
2020-03-01,NE,,17151.0,150.0
2020-04-01,NE,,17181.0,165.0
2020-05-01,NE,,17339.0,176.0
2015-01-01,NH,317.0,11342.0,350.0
2015-02-01,NH,325.0,11493.0,360.0
2015-03-01,NH,330.0,11545.0,367.0
2015-04-01,NH,356.0,11681.0,394.0
2015-05-01,NH,365.0,11690.0,402.0
2015-06-01,NH,378.0,11644.0,416.0
2015-07-01,NH,384.0,11755.0,424.0
2015-08-01,NH,389.0,11754.0,426.0
2015-09-01,NH,413.0,11775.0,449.0
2015-10-01,NH,412.0,11802.0,449.0
2015-11-01,NH,407.0,11736.0,444.0
2015-12-01,NH,378.0,11724.0,415.0
2016-01-01,NH,376.0,11617.0,417.0
2016-02-01,NH,388.0,11550.0,428.0
2016-03-01,NH,398.0,11567.0,435.0
2016-04-01,NH,393.0,11555.0,430.0
2016-05-01,NH,400.0,11524.0,439.0
2016-06-01,NH,389.0,11531.0,428.0
2016-07-01,NH,400.0,11562.0,441.0
2016-08-01,NH,403.0,11597.0,449.0
2016-09-01,NH,400.0,11632.0,446.0
2016-10-01,NH,397.0,11714.0,442.0
2016-11-01,NH,399.0,11738.0,443.0
2016-12-01,NH,415.0,11909.0,458.0
2017-01-01,NH,414.0,11958.0,458.0
2017-02-01,NH,404.0,11984.0,446.0
2017-03-01,NH,395.0,12049.0,439.0
2017-04-01,NH,406.0,12068.0,447.0
2017-05-01,NH,406.0,12100.0,446.0
2017-06-01,NH,417.0,12159.0,457.0
2017-07-01,NH,422.0,12180.0,463.0
2017-08-01,NH,430.0,12295.0,470.0
